state,name,female_2010,women_16_to_50_birth_rate_2017,hs_grad_2017,some_college_2017,bachelors_2017,mean_work_travel_2017,broadband_2017,computer_2017,homeownership_2010,persons_per_household_2017,metro_2013,fed_spending_2009,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,unemployment_rate_2016,avg_family_size_2019
Kentucky,Breathitt County,50,4.9,72.8,24.9,12.6,27.7,56.6,67.5,71.7,2.42,0,407424,36,53.9,48,9.45,2.88
Kentucky,Breckinridge County,50.1,7.9,80.4,25.8,9.9,31.6,64.5,74.4,79.4,2.64,0,189325,17.7,22.3,21.5,6.16,3.17
Kentucky,Bullitt County,50.5,5.5,87.3,32.1,13.9,28.1,79.4,87.7,81.3,2.7,1,346826,10.2,16.3,12.3,4.21,3.13
Kentucky,Butler County,49.9,8.3,77.8,24.2,11.7,26,62.4,71.9,79.4,2.47,1,125649,22,39.8,35.8,5.54,2.92
Kentucky,Caldwell County,51.8,6.8,88.9,26.1,16.5,22.4,64.6,78.1,76.7,2.37,0,166021,17.5,14.6,22.4,5.39,2.93
Kentucky,Calloway County,51.8,3.9,88.4,28.2,28.8,16.6,73.7,86,68.4,2.37,0,281398,22.4,26.1,23.6,4.58,2.94
Kentucky,Campbell County,51,5,90.5,27.3,31.9,22.4,77.9,87.7,72.3,2.46,1,678854,14.2,18.2,19.1,3.89,3.04
Kentucky,Carlisle County,51.2,9.5,83.5,33.2,15.5,26.2,66.9,79.7,84,2.43,0,56319,17.3,34.4,30.5,6.23,2.92
Kentucky,Carroll County,49.1,6.2,76.5,23.3,11.8,18.5,55.9,76.4,65.3,2.61,0,102301,27.7,58.2,44.3,5.02,3.17
Kentucky,Carter County,50.2,4.9,78.9,25.3,14,30.3,62.8,75,77.9,2.55,0,298894,21.5,34.1,27.9,10.36,3.38
Kentucky,Casey County,51.2,5.6,74.3,24.4,12.4,28.9,62.7,72.8,85.1,2.41,0,167049,26.6,31.2,32.9,4.7,3.23
Kentucky,Christian County,49.3,8.5,85.6,35.6,16.8,17.3,67.9,80.6,56.5,2.61,1,4643462,19.7,24.5,24.5,6.24,3.09
Kentucky,Clark County,51.2,4.6,85.9,29.4,21.7,23.1,71.8,84.6,65.2,2.49,1,270358,15,18.7,20.8,4.88,2.88
Kentucky,Clay County,46.6,8.1,63,20.3,9.5,29.5,67.9,73.4,78.7,2.49,0,379336,39.5,55.2,51.9,9.77,2.94
Kentucky,Clinton County,50,4.8,71.7,22,10.1,18.4,54.6,65.2,75,2.5,0,164061,20,27.8,23,7.46,3.2
Kentucky,Crittenden County,50.1,4.2,81.9,29.4,13.3,24.5,60.3,73.3,78.9,2.41,0,91251,17.7,24.4,23.6,5.1,3
Kentucky,Cumberland County,50.9,7,81.5,31.1,13.2,19.9,60.4,71.1,78.6,2.46,0,102462,20.7,14.3,17.8,5.6,3.3
Kentucky,Daviess County,51.5,5.8,89.1,32,21.6,19.2,75.3,84.1,69.6,2.43,1,808174,15.8,30.5,21.9,4.55,2.94
Kentucky,Edmonson County,50.1,5.4,79.2,26.3,11.1,29.8,71.9,78.7,75.2,2.39,1,115136,20,28.8,25,6.31,2.89
Kentucky,Elliott County,44,8,76.5,23.9,7.5,39,58.7,67.1,79.9,2.39,0,91892,34.4,38.2,45.5,11.11,2.68
Kentucky,Estill County,50.7,6.5,76,19.5,9.9,33.4,58.5,72.4,74.3,2.53,0,199414,30.4,43.2,39,5.81,3.17
Kentucky,Fayette County,50.8,4.4,90.5,28.2,41.8,20.9,81.7,90.6,56.9,2.37,1,3043668,18.6,27.1,22.6,3.62,2.99
Kentucky,Fleming County,50.9,5.8,77.4,27.2,13.4,29.4,68.5,74.3,77.9,2.48,0,144910,19.5,37.3,26,6.1,2.89
Kentucky,Floyd County,51.1,4.2,74.9,27.2,12.6,23,65.6,76.4,72,2.42,0,567845,30.7,46.9,42.7,10.99,2.84
Kentucky,Franklin County,51.6,4.4,87.3,28.3,28.4,19,77.1,86.3,64.7,2.32,0,2862091,13.1,31.1,19.3,4.12,2.94
Kentucky,Fulton County,50.4,9.8,79,30.2,14.9,21.9,58.3,73.6,64.1,2.37,0,120031,25.3,58,36.8,6.91,3.11
Kentucky,Gallatin County,49.8,8.9,81.1,23.4,11.9,29.4,59.7,76.2,73.4,2.84,1,69041,13.4,18.1,19.9,4.92,3.38
Kentucky,Garrard County,50.7,7.4,80.3,26.4,15.7,34,71.1,80.9,77,2.47,0,118702,18.2,28.8,25.8,4.8,2.96
Kentucky,Grant County,50.1,7,82.6,25.5,12.4,30.2,67,80.1,70.4,2.82,1,178020,21.5,23,34.4,4.95,3.11
Kentucky,Graves County,51,3.6,83.5,28.3,16.2,22.7,66.9,77.2,76.3,2.56,0,360745,19.2,24.1,24.5,6.12,3.33
Kentucky,Grayson County,49.3,8.2,80.4,27,9.9,28.2,62.7,80,76.6,2.69,0,261301,25.7,40.2,36.6,6.63,3.21
Kentucky,Green County,50.7,7.1,75.7,23.5,11,26.9,61.7,72.2,74.5,2.44,0,104402,19,24,19.6,4.46,3.06
Kentucky,Greenup County,51.6,3.8,86.9,33.4,17.2,23.1,73.9,84.6,80,2.53,1,348023,16.5,26.5,24.6,8.79,2.92
Kentucky,Hancock County,49.5,4.7,86.1,31.3,11.1,22.5,73.8,80.9,82.8,2.54,1,61551,15.7,18.6,23.7,5.45,3.01
Kentucky,Hardin County,50.1,5.3,90.2,36.4,23.5,22.2,77.4,88,65.9,2.56,1,2233375,14.2,25.3,20.5,4.55,3.06
Kentucky,Harlan County,51.3,5.1,71.4,25.2,11.4,20.6,57.9,68.8,71.1,2.39,0,614835,35.6,46.4,44.6,12.29,2.84
Kentucky,Harrison County,51.1,6,82.4,25.7,15.4,24.6,59.4,73.3,68.2,2.57,0,166535,16.4,30.2,19.6,4.7,2.93
Kentucky,Hart County,50.5,7.9,74.9,22.4,12.6,29.1,64.3,72.4,75.2,2.49,0,161622,23.1,34.1,28.1,4.69,3.16
Kentucky,Henderson County,51.7,6.1,86.3,33.8,16.8,20.8,71.1,81.9,67.6,2.4,1,349992,19.3,38.7,27.7,4.84,2.92
Kentucky,Henry County,50.7,5.2,83.6,27.9,10.9,30.5,65.1,80.1,73.3,2.55,1,135804,18.2,22.8,24.7,4.17,3.1
Kentucky,Hickman County,52.2,10.4,77.5,25.8,9.3,18.9,54.5,68,80.5,2.38,0,52921,14.8,16.3,12.5,5.72,3.15
Kentucky,Hopkins County,51.4,5.8,85.6,29.3,15.7,21.3,67.7,77.1,72.2,2.43,0,506248,17.2,30.6,24.6,5.57,2.91
Kentucky,Jackson County,50.3,6,74.3,19.6,10.5,29.3,58,72.5,76,2.44,0,182161,33,39.4,45.7,7.68,2.86
Kentucky,Jefferson County,51.7,5.6,89.7,30.3,32.3,22.2,77.7,85.6,64.7,2.42,1,10420272,15,23.7,21.7,4.48,3.1
Kentucky,Jessamine County,51.3,6.3,86.4,27.1,30,23.9,79.5,88.9,66,2.69,1,268249,18,26.1,26.2,3.97,3.14
Kentucky,Johnson County,50.8,6.1,79.7,30,15.1,26.7,69.7,77.5,71.9,2.57,0,305175,24.1,31.9,25.5,9.73,3.24
Kentucky,Kenton County,50.6,6.7,89.6,30.8,29.7,23.4,80.8,88.5,69.2,2.57,1,1240753,12.9,21.5,19.1,4.17,3.2
Kentucky,Knott County,50.2,6.2,73.4,25.6,12.9,29.3,61.2,73.5,74.9,2.43,0,228555,32.6,52.7,48,11.39,2.75
Kentucky,Knox County,51.3,4.6,68,20.6,10,21.6,48,61.2,66.7,2.5,0,421466,34.7,55.3,44.8,8,3.18
Kentucky,Larue County,50.4,5.6,83.3,30.8,12.2,26.7,73.1,85.1,77.5,2.53,1,125075,15.8,19.1,22.1,4.69,2.87
Kentucky,Laurel County,51,4.8,78.9,26.5,13,20.1,70,78.3,74.2,2.57,0,484893,24.6,39.8,35.1,6.19,3.14
Kentucky,Lawrence County,50.6,4.3,76.7,23.5,11.6,31.8,65.1,74.5,70.7,2.52,0,195436,24.5,47.2,28.6,10.64,3.35
Kentucky,Lee County,45.2,6.7,70.3,21.5,8.9,32.1,50.2,63.4,74.5,2.14,0,112957,32.7,71.1,44.3,9.38,3.15
Kentucky,Leslie County,50.5,6.7,68.2,21.5,8.9,32.6,59.1,68.4,73.3,2.42,0,182830,34.5,33.1,35.9,13.28,2.87
Kentucky,Letcher County,50.7,5.2,75,25,11.7,25.6,64.4,76.1,75.4,2.26,0,311506,30.5,55.6,42.7,12.01,2.76
Kentucky,Lewis County,50.1,5.9,74,21.4,12.1,32.4,59.7,70.5,84.3,2.44,0,149890,26.1,35.8,33,9.38,3.11
Kentucky,Lincoln County,50.6,5,78.7,25.1,10.8,28.2,62.1,73.4,76,2.47,0,281778,23.8,35.8,29,6.13,2.93
Kentucky,Livingston County,51,1.1,83.1,27.7,8.9,25.2,60.4,74.8,81.6,2.3,0,137333,16.2,10.6,20.4,7.2,2.98
Kentucky,Logan County,51.1,5.1,82.3,26.9,14.8,23.3,59.4,70.1,74.2,2.46,0,277337,17.4,16.2,19.9,4.34,3.13
Kentucky,Lyon County,44.9,2.2,86.2,32,14,20.3,65.6,76.5,81,2.04,0,84271,14.1,21.1,20.6,5.75,2.66
Kentucky,McCracken County,52,6.3,88.3,33.7,24.2,18.1,71.6,80.3,69.2,2.32,0,1784515,17.1,24.2,24.1,5.77,3
Kentucky,McCreary County,45.7,5.5,73.4,23.8,7.6,28.2,44.1,58.4,76.3,2.49,0,244719,41,55.3,48.6,7.78,3.08
Kentucky,McLean County,50.9,5.7,84.5,33.2,10.8,27,67.5,80.9,76.1,2.42,1,86488,19.2,22.5,31.3,4.88,2.84
Kentucky,Madison County,51.4,5.2,86.8,28.2,30.3,22.6,75.2,87.7,62,2.48,0,921425,19.5,26.1,19.3,4.26,3.07
Kentucky,Magoffin County,49.9,5.8,70.6,25.7,10.1,31.8,65.3,71,78.2,2.5,0,198969,28.6,38.3,37.4,19.06,3
Kentucky,Marion County,48.3,4.3,81,24.5,13,20.4,62.8,73.9,79.8,2.51,0,177190,18.4,21.6,23.1,4.18,3.26
Kentucky,Marshall County,50.8,3,86.6,31.3,17.5,23.2,76.9,85.2,81.9,2.33,0,262593,10.8,23,14.4,5.78,2.84
Kentucky,Martin County,44.7,5.2,72.6,25.7,8.2,35.5,64.5,71.5,71.5,2.49,0,187625,29.8,33.9,33.7,10.17,3.07
Kentucky,Mason County,51.8,4.3,85.9,29.4,18.5,25.8,66.4,75.8,70.9,2.51,0,159129,18,28.5,25.4,6.26,3.08
Kentucky,Meade County,49.9,7.8,87.8,34.7,17.4,30.7,80.2,86.5,71.8,2.62,1,157307,13.1,19.7,16.6,5.24,3.08
Kentucky,Menifee County,50.1,7.3,77.9,24.6,11.4,30.9,63.7,72.1,82.9,2.48,0,120290,20.1,24.1,32.8,8.67,3.03
Kentucky,Mercer County,51.2,4.8,84.6,29.6,17,26.4,70.7,78.3,74.8,2.46,0,163857,16.7,28.4,22.9,4.81,3.02
Kentucky,Metcalfe County,50.4,8.9,77.2,25.7,12.1,25.2,69.6,78.1,79.1,2.5,0,110735,23.1,34.2,29.3,4.57,2.84
Kentucky,Monroe County,50.5,4.4,76.6,21,14.8,23.6,60.6,71.5,76.1,2.4,0,185333,23.5,51.8,34.3,4.1,2.98
Kentucky,Montgomery County,51.2,4.8,83.6,28.2,17,22.8,67.4,81.8,68.7,2.61,0,194049,23,26.3,28.4,6.43,3.02
Kentucky,Morgan County,43.3,4.8,74.8,25.5,12.2,35.2,66.5,71.8,75.1,2.36,0,157420,25.6,43.5,36.6,7.89,2.92
Kentucky,Muhlenberg County,49.5,5,79.9,25.9,11.3,23.8,64.4,74.4,79.4,2.63,0,399010,20.5,25.8,28.5,7.19,3.18
Kentucky,Nelson County,50.8,5.7,89.4,33.1,17.5,26.2,74.9,84.4,76.9,2.57,0,286153,11.4,21.7,14.2,4.55,3.03
Kentucky,Nicholas County,50.3,5.6,79.4,25.2,10.4,32.9,58.7,71.4,76.5,2.52,0,80897,27.8,52.9,47.7,5.52,2.96
Kentucky,Ohio County,50,7.3,79.9,25.7,11,24.3,65.2,76.6,77.7,2.62,0,200774,21.3,40,33.4,6.65,3.01
Kentucky,Oldham County,47.4,6.6,93.5,30.5,40.4,27.7,88.7,94.4,85.1,2.96,1,162772,5.6,5,6.9,3.44,3.33
Kentucky,Owen County,50.3,6.3,82.8,24.8,9.6,31.9,55.8,72.9,75.1,2.69,0,74867,16.7,21.8,18.1,4.21,3.28
Kentucky,Owsley County,50.5,2.9,70.1,16.8,15.7,22.6,60.6,69.3,79.2,2.61,0,102227,33,36,34.9,9.41,3.06
Kentucky,Pendleton County,49.9,7.1,82.8,27.4,12.4,33.9,63.8,79.1,76.4,2.73,1,97894,15.1,22.3,21.5,4.88,3.23
Kentucky,Perry County,50.5,5.7,76.6,28.5,12.6,22.7,69.5,75.9,72.5,2.42,0,416826,26.2,30.4,29.6,10.65,2.7
Kentucky,Pike County,51,5,75.6,24.5,13,24.1,67.8,78.3,75.3,2.34,0,794326,26.4,46.3,34.8,10.89,2.75
Kentucky,Powell County,50.3,5,78.9,22,13.4,28.5,56.3,70.7,69.9,2.48,0,125413,24.1,20.2,29.6,7.13,2.96
Kentucky,Pulaski County,51.2,5.5,81.4,27.5,15.2,21,64.9,76.1,73.7,2.44,0,659180,25.2,34.5,31,5.36,3.03
Kentucky,Robertson County,49.7,5.8,74.7,24,17.2,34.4,40.7,63.8,73.1,2.24,0,20904,30.4,68.1,55.8,6.08,2.86
Kentucky,Rockcastle County,50.9,4,77.7,22.1,11.9,24.7,63.4,75,78.7,2.52,0,198453,21,38.7,28.5,6.23,3.04
Kentucky,Rowan County,51.4,4.1,82.3,27.1,26.7,22.1,76.6,84.2,70.4,2.45,0,217847,26.7,46.6,32.1,5.85,3.09
Kentucky,Russell County,51.1,5.8,76,25.7,13.4,20.6,60.2,70.5,78.1,2.43,0,290456,25.3,36.8,33.8,8.41,3.13
Kentucky,Scott County,50.7,5.3,89.9,30.7,28.1,21.1,81.1,90.4,68.9,2.58,1,213022,11.5,19.9,15.9,3.86,2.97
Kentucky,Shelby County,51.9,5.5,86.2,30.6,24.3,25.4,76,86.2,73.5,2.7,1,274551,12.4,19.4,16.2,3.62,3.22
Kentucky,Simpson County,51.1,7,84.8,27.8,15.1,19.5,64.7,74.2,70.2,2.54,0,155699,17.4,37.5,29.3,4.49,2.99
Kentucky,Spencer County,49.2,4.8,88.8,33.7,19.8,32,83.6,89.3,88.1,2.68,1,74564,8.7,7.6,7.7,3.87,2.97
Kentucky,Taylor County,51.7,4.7,84.2,26.4,18.8,19,70.1,77.1,68.8,2.51,0,250941,23.1,32.9,36.1,5.26,3.03
Kentucky,Todd County,50.6,7.5,77.7,25.3,12.6,26.4,52.9,68.4,72.3,2.64,0,120843,20.1,28.4,25,4.32,3.09
Kentucky,Trigg County,50.9,3.3,84.5,37.1,16.9,26.8,67.3,76.9,78.4,2.37,1,173930,15.8,34.8,27.8,5.7,2.98
Kentucky,Trimble County,49.1,4.4,82.6,24.1,11.8,28.7,65.5,85.6,78.9,2.4,1,56363,15.2,42,25,5.47,2.99
Kentucky,Union County,48.9,4.3,86.4,31,11.3,20.3,69.1,79.4,78,2.4,0,349009,22.9,29.8,24.1,6.75,2.82
Kentucky,Warren County,51.1,6.4,88.2,28.4,30.4,20.2,78.9,87.5,62,2.51,1,773220,18,27.7,23,3.98,3.06
Kentucky,Washington County,51,1.8,82.9,24.9,17.7,26.5,63.1,77,82.9,2.57,0,109677,17,25.7,19.6,4.18,3.01
Kentucky,Wayne County,50.5,5.7,73,23.1,11.4,20.9,58,64.4,73.2,2.55,0,261827,23.2,41.8,30.8,7.45,3
Kentucky,Webster County,50.3,6.9,79.4,26.6,9,25.3,59.1,76.2,80.3,2.51,0,129411,21.4,38.3,36.4,5.95,3.12
Kentucky,Whitley County,51.4,6.4,79.1,23.3,19.9,20.6,59.4,70.4,70.2,2.72,0,556822,25.2,28.5,32.9,6.6,3.21
Kentucky,Wolfe County,50.9,6.8,69.3,22.2,7.8,31.1,55.2,64,75.9,2.5,0,122539,36.9,41.9,45.3,9.93,3.11
Kentucky,Woodford County,52,5.6,88.9,28.5,32.8,21.9,81,89.5,72.8,2.53,1,139991,14.5,23.5,28,3.26,2.97
Louisiana,Acadia Parish,51.2,9.9,77.6,24.7,12.2,27.6,66,76.8,69.8,2.71,1,459879,21.5,29.1,27.1,7.36,3.31
Louisiana,Allen Parish,43.8,9.2,79.6,23.9,13.1,28.3,64.9,78.1,72,2.71,0,214479,16.6,28.2,21.9,6.4,3.15
Louisiana,Ascension Parish,50.6,6.1,88.4,26.9,27.6,30,82.2,89.9,80.8,2.82,1,431597,11.7,17.9,14.8,4.88,3.36
Louisiana,Assumption Parish,51.1,6,73.6,20.8,10.3,29.6,66.5,76.3,84.2,2.6,0,168714,15.7,22.4,23,8.38,3.35
Louisiana,Avoyelles Parish,49.9,6.4,73.9,23.3,11.3,30.2,60.7,73.7,69.4,2.5,0,401356,23.7,40.9,31.7,7.04,3.03
Louisiana,Beauregard Parish,49,4.9,84.7,28.1,16.3,30.1,69.1,83,77.5,2.72,0,258934,17.3,19.5,19.5,6.03,3.31
Louisiana,Bienville Parish,51.8,6.1,84.5,29.7,12.4,32.6,58.6,70.2,74.2,2.31,0,146246,25.3,39.2,36.2,7.57,2.92
Louisiana,Bossier Parish,50.8,4.8,88.8,34.5,25.7,21.7,67.5,84.8,67.4,2.54,1,1198466,16.4,25.3,22.5,5.3,3.04
Louisiana,Caddo Parish,52.5,4.6,86.5,29.3,24,20.9,68.1,80.1,63.5,2.53,1,2475001,23.4,41,35.4,6.59,3.25
Louisiana,Calcasieu Parish,51.2,5.7,86.1,30.5,21.7,20.5,70.8,84.3,71.9,2.53,1,1389662,16.8,28.6,23.9,4.76,3.16
Louisiana,Caldwell Parish,48.8,1.5,76.9,21.8,12.4,23.7,58,65.7,73.5,2.56,0,100014,26.2,47.4,34.3,7.62,3.11
Louisiana,Cameron Parish,50.4,8.5,80.2,30.1,12,33.6,66.1,81.9,84.5,2.53,1,121413,8.7,3.6,7.3,4.36,2.88
Louisiana,Catahoula Parish,47.1,3.4,77.4,21.9,13.9,23.3,54,66.1,78.2,2.41,0,132792,21.8,36.2,31.9,9.27,3.05
Louisiana,Claiborne Parish,44.1,6.9,79.4,24.1,14,26.2,44.7,66.3,73.2,2.39,0,142188,29.9,49.2,44.3,6.66,2.99
Louisiana,Concordia Parish,49.7,2.9,76.4,24.5,11.4,20.2,56.5,64.8,70.8,2.44,0,215415,31.2,43.9,44.4,8.23,3.21
Louisiana,De Soto Parish,51.7,5.4,82.6,26.7,13.5,29.2,64.2,77.2,76.6,2.61,1,211972,26.3,37.9,41.2,7.33,3.07
Louisiana,East Baton Rouge Parish,52,4.7,90.2,28.6,34.5,23.6,77.1,86.3,61.6,2.61,1,8980714,19.1,29.4,25.6,5.14,3.44
Louisiana,East Carroll Parish,46.5,5,70.5,21.4,9.8,12.3,33.4,42.1,55.6,2.06,0,114846,48.2,90.5,76.5,11.53,2.9
Louisiana,East Feliciana Parish,46.2,6.1,80.9,25.9,12.1,30.6,56.2,76.4,81.6,2.34,1,156078,17.9,20,21.9,5.75,2.7
Louisiana,Evangeline Parish,49.6,7.6,74,22.7,12.9,28.3,58.2,69.8,69.1,2.7,0,351833,26.4,35.4,35.5,7.39,3.31
Louisiana,Franklin Parish,51.5,7.6,75.2,21.5,11.4,21.8,44.1,65,72.6,2.48,0,234283,28.8,54.9,42.8,9.03,3.15
Louisiana,Grant Parish,44,4.7,81.8,31.1,8.5,34.5,58,73.6,78.1,2.6,1,198875,20.2,28.6,26,6.96,3.47
Louisiana,Iberia Parish,51.2,6.4,78.5,22.3,12.7,24.2,68.4,79.5,70.1,2.74,1,575049,20.4,33.8,31,9.36,3.21
Louisiana,Iberville Parish,49,5.9,77.5,23.8,15,24.9,65.7,78.2,75.9,2.65,1,305584,19.3,35.6,28,6.82,3.36
Louisiana,Jackson Parish,49.2,3.2,79.1,23.8,13,30.1,67.3,74.9,68.3,2.44,0,169438,25.4,46,37.9,5.55,3.01
Louisiana,Jefferson Parish,51.4,5.5,84.9,28.3,25.2,24,72.9,83.6,64.7,2.57,1,4999318,16.3,31.1,27,5.26,3.24
Louisiana,Jefferson Davis Parish,51,5,79,22.5,15.8,30.8,64,76.4,76,2.7,0,236021,19.6,24.3,23.1,6,3.22
Louisiana,Lafayette Parish,51.2,5.9,87,26.2,31.8,24.1,80.5,87.8,64.9,2.6,1,1194363,16.6,22.2,21.5,6.11,3.22
Louisiana,Lafourche Parish,50.9,5.7,76.1,20.2,16.3,28,72.7,82.8,77,2.66,1,626106,16,18.5,21.7,6.26,3.1
Louisiana,LaSalle Parish,48.5,8.4,75.4,21.5,12.2,41.5,64.9,73.7,84.4,2.68,0,120784,24.8,47.9,32.2,6.6,3.29
Louisiana,Lincoln Parish,51.2,6.1,88.2,25.2,36.2,19.3,76.1,84.7,58.5,2.54,0,309447,31.2,37.9,30.1,6.2,3.09
Louisiana,Livingston Parish,50.5,5.9,85.3,27.5,17.4,33.8,75.6,87.9,80.4,2.8,1,516405,13.2,14.3,16.5,5.05,3.36
Louisiana,Madison Parish,50.5,6.6,75.3,22.5,13.4,13,42.5,58.9,59.1,2.43,0,150808,36.4,62.5,51.2,8.93,3.07
Louisiana,Morehouse Parish,52.1,3.5,80.3,22.2,13.9,23.2,50.6,62.2,71.4,2.52,0,333427,27.6,35.1,39.8,9.66,3.28
Louisiana,Natchitoches Parish,52.3,3.2,85,32.6,19.4,22.9,53.8,66.9,61.4,2.63,0,364840,31.9,42.2,39.6,6.7,3.64
Louisiana,Orleans Parish,51.6,4.9,85.9,26.4,36.5,23.8,66.1,79.1,49.3,2.42,1,8558020,25.4,39.8,38.2,5.84,3.66
Louisiana,Ouachita Parish,52.2,6.9,85.6,27.2,24.3,19.9,67.8,77.6,63.1,2.61,1,1128902,24.5,43.5,35.9,6.06,3.39
Louisiana,Plaquemines Parish,49.8,8.8,82.2,26.6,19.3,25.8,74.8,81.6,71.4,2.63,1,397397,19.3,24.6,20.8,5.33,2.96
Louisiana,Pointe Coupee Parish,51.5,3.6,78.8,25.1,15.8,29.1,62.6,76.2,79.5,2.51,1,191677,17.5,20.9,24.8,6.46,3.08
Louisiana,Rapides Parish,51.8,5.1,84.7,27.5,20.1,22.5,72.6,81.6,67.6,2.66,1,1373768,19.5,24.8,27,6.14,3.19
Louisiana,Red River Parish,52.2,6.4,81.5,23.1,15.6,33.9,60,74.7,78.6,2.55,0,86953,20.4,15.4,23.6,6,3.37
Louisiana,Richland Parish,51.8,4.8,79.4,25,15.4,20.8,47.8,61.7,68.1,2.62,0,217156,28.2,53.5,43.4,7.4,3.25
Louisiana,Sabine Parish,50.4,6.5,83.5,24.7,14.2,32.1,54.3,70.1,78,2.59,0,225086,19.6,35.5,25.5,6.9,3.21
Louisiana,St. Bernard Parish,49.4,5.5,81.7,30.5,12.1,27,68.4,80.7,65.7,3.02,1,352585,19.7,28,27.2,6.06,3.76
Louisiana,St. Charles Parish,50.6,7.3,88.2,30.5,22.3,27,78.2,87.7,81.6,2.75,1,315478,12.2,23.9,15.2,5.3,3.13
Louisiana,St. Helena Parish,50.7,6.2,75.9,21.4,11.2,38.5,48.8,70.7,78.8,2.6,1,76106,26.4,35.3,37.8,7.64,3.21
Louisiana,St. James Parish,51.1,6.4,84.2,25.7,14,27,68,78.3,83.8,2.7,1,174032,15.6,22.6,25.4,7.46,3.25
Louisiana,St. John the Baptist Parish,51.4,4.8,84.2,30.4,16.4,28.5,70.1,84.4,77.9,2.78,1,286584,17.9,30.5,25.6,6.81,3.27
Louisiana,St. Landry Parish,52.2,5.5,76.5,20.5,13.5,26.4,62.7,73.1,71.2,2.7,0,840209,27.9,49.3,41.6,8.04,3.35
Louisiana,St. Martin Parish,50.7,5.4,80,25.2,14.2,27.2,68,81.7,79.6,2.74,1,326826,17.7,29.4,27.7,7.73,3.2
Louisiana,St. Mary Parish,50.6,4.7,79.8,20.2,10.6,21.3,66.3,77.9,70.1,2.58,0,628337,19.5,26,25.2,9.35,3.49
Louisiana,St. Tammany Parish,51.2,5.7,89.5,31.1,32.5,31,83.6,90.5,80.4,2.7,1,1364710,10.8,16.4,13,4.95,3.28
Louisiana,Tangipahoa Parish,51.4,4.3,82,26,19.9,31.3,72.3,84.2,68.6,2.63,1,928443,21.9,33.9,31.5,6.72,3.32
Louisiana,Tensas Parish,52.5,3.5,76.2,20.6,9.7,24.1,42,50,60.1,2.46,0,87050,38,61.1,54.2,9.76,3.36
Louisiana,Terrebonne Parish,50.3,5.1,78.3,24.2,14.4,22.7,69.8,85,74,2.78,1,838613,20.1,29.2,26.2,6.94,3.35
Louisiana,Union Parish,50.6,3.9,85.8,26.4,12.8,31.9,48.2,67.7,81,2.77,1,194609,22,37.2,37.7,6.53,3.74
Louisiana,Vermilion Parish,51.4,7.5,75.8,22,12.1,28.7,70,79.8,75.7,2.73,1,417842,17.9,26.5,21.2,7.59,3.21
Louisiana,Vernon Parish,48.8,7,87.5,33.3,17.7,21.6,70.8,84.6,56.3,2.79,0,1865501,16.9,22.5,22.4,7.21,3.25
Louisiana,Washington Parish,50.5,7,76.6,23.3,12.2,33,53.5,72.3,74.4,2.54,0,477065,26.3,40.8,33.7,7,3.06
Louisiana,Webster Parish,51.4,8.4,81.3,26.5,15.5,24.2,49.1,65.9,67.5,2.46,1,388221,24.9,47.9,36.7,8.5,2.96
Louisiana,West Baton Rouge Parish,50.8,8.5,82.9,25.4,20.1,23.8,72.4,84.9,73.6,2.62,1,427592,17.9,30,25.9,5.31,2.99
Louisiana,West Carroll Parish,49.9,5.3,77,20.2,12,23.3,43.8,58.2,73.7,2.55,0,126216,22,31.8,35.7,11.92,3.27
Louisiana,West Feliciana Parish,34.4,10.6,81.5,24.6,23,25.4,65.9,82.5,71.1,3.03,1,62551,12.5,22.2,26.9,5.15,4.12
Louisiana,Winn Parish,47.6,1.9,79.9,23.1,13.1,27.3,64.5,70.6,76.7,2.37,0,145686,27.3,32.7,41,7.74,2.77
Maine,Androscoggin County,51.1,6.8,89.8,30.6,22.1,24.2,77.1,86.6,67.9,2.3,1,882375,14.3,24.3,19.1,3.59,2.82
Maine,Aroostook County,50.8,4.9,87.6,31.1,18.5,17.6,68.2,79.8,72.1,2.23,0,903319,17.5,32.6,21.8,5.43,2.79
Maine,Cumberland County,51.5,4.1,94.7,26.7,45,22.9,83.9,90.9,68.5,2.36,1,2416729,10.7,12.4,12.3,2.92,2.94
Maine,Franklin County,51.1,4,92.5,29.9,26.1,23.7,75.3,86.4,74.7,2.51,0,214918,12.4,20,12.6,4.47,3.01
Maine,Hancock County,51,7,94.2,28.8,32.4,23.1,75.6,86.6,76,2.23,0,549752,11.6,18.5,14.2,4.52,2.72
Maine,Kennebec County,51.3,5.7,91.3,31.3,26.7,23.4,77,85.8,72.4,2.3,0,2149680,14.1,26.9,19.5,3.64,2.8
Maine,Knox County,50.5,5.7,93.7,28,30.5,17.4,77.3,88.3,77.7,2.26,0,355270,11.6,23.5,14,3.52,2.79
Maine,Lincoln County,51,3.3,93,27.4,33.1,24.8,75.4,89,85.7,2.19,0,283367,11.8,18,14.6,3.7,2.64
Maine,Oxford County,50.4,4.1,91.1,29,18.8,28.4,71.1,82.8,79.1,2.72,0,455854,15.2,25.8,21.5,4.63,3.2
Maine,Penobscot County,50.7,4.8,91.4,31,26.2,22.5,76.4,86.2,70.5,2.35,1,1551364,15.9,20.2,18.4,4.34,2.85
Maine,Piscataquis County,50.4,5.6,90.4,31.3,17.8,25.4,64.7,81.1,77.9,2.23,0,174727,18.7,29,24.9,4.99,2.84
